"tematica";"subtema";"indicador";"ri";"localidade";"categoria";"ano";"valor";"variacao_abs";"variacao_pct"
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Brasil Novo";"-";2019;15086;-104;-0,68
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Brasil Novo";"-";2020;14983;-103;-0,68
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Brasil Novo";"-";2021;14883;-100;-0,67
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Brasil Novo";"-";2022;24718;9835;66,08
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Brasil Novo";"-";2023;25691;973;3,94
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Brasil Novo";"-";2024;26606;915;3,56
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Brasil Novo";"-";2025;27130;524;1,97
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2009;7688;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2010;7317;-371;-4,83
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2011;7306;-11;-0,15
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2012;7295;-11;-0,15
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2013;7285;-10;-0,14
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2014;7258;-27;-0,37
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2015;7232;-26;-0,36
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2016;7206;-26;-0,36
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2017;7182;-24;-0,33
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2018;7392;210;2,92
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2019;7380;-12;-0,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2020;7368;-12;-0,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2021;7357;-11;-0,15
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2022;6783;-574;-7,8
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2023;7051;268;3,95
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2024;6985;-66;-0,94
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Brejo Grande do Araguaia";"-";2025;6966;-19;-0,27
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2009;52200;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2010;52493;293;0,56
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2011;54032;1539;2,93
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2012;55521;1489;2,76
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2013;58033;2512;4,52
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2014;59651;1618;2,79
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2015;61222;1571;2,63
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2016;62737;1515;2,47
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2017;64194;1457;2,32
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2018;64738;544;0,85
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2019;66046;1308;2,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2020;67332;1286;1,95
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2021;68597;1265;1,88
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2022;45712;-22885;-33,36
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2023;48145;2433;5,32
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2024;47351;-794;-1,65
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Lago de Tucuruí";"Breu Branco";"-";2025;47066;-285;-0,6
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2009;101094;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2010;92860;-8234;-8,14
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2011;93835;975;1,05
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2012;94779;944;1,01
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2013;96444;1665;1,76
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2014;97351;907;0,94
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2015;98231;880;0,9
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2016;99080;849;0,86
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2017;99896;816;0,82
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2018;101891;1995;2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2019;102701;810;0,79
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2020;103497;796;0,78
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2021;104280;783;0,76
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2022;106968;2688;2,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2023;113690;6722;6,28
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2024;115051;1361;1,2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Breves";"-";2025;116058;1007;0,88
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2009;23654;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2010;25695;2041;8,63
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2011;26053;358;1,39
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2012;26400;347;1,33
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2013;27000;600;2,27
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2014;27349;349;1,29
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2015;27689;340;1,24
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2016;28016;327;1,18
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2017;28331;315;1,12
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2018;28832;501;1,77
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2019;29132;300;1,04
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2020;29427;295;1,01
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2021;29717;290;0,99
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2022;24383;-5334;-17,95
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2023;25256;873;3,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2024;25112;-144;-0,57
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Bujaru";"-";2025;25065;-47;-0,19
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2009;20411;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2010;20443;32;0,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2011;20801;358;1,75
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2012;21147;346;1,66
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2013;21740;593;2,8
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2014;22100;360;1,66
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2015;22449;349;1,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2016;22786;337;1,5
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2017;23110;324;1,42
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2018;23466;356;1,54
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2019;23767;301;1,28
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2020;24064;297;1,25
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2021;24355;291;1,21
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2022;23981;-374;-1,54
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2023;24923;942;3,93
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2024;25243;320;1,28
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Cachoeira do Arari";"-";2025;25467;224;0,89
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2009;18777;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2010;26484;7707;41,04
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2011;27332;848;3,2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2012;28153;821;3
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2013;29533;1380;4,9
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2014;30430;897;3,04
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2015;31300;870;2,86
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2016;32139;839;2,68
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2017;32947;808;2,51
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2018;33178;231;0,7
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2019;33900;722;2,18
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2020;34609;709;2,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2021;35307;698;2,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2022;19630;-15677;-44,4
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2023;20127;497;2,53
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2024;19578;-549;-2,73
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Cachoeira do Piriá";"-";2025;19223;-355;-1,81
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2009;117099;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2010;120896;3797;3,24
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2011;122682;1786;1,48
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2012;124411;1729;1,41
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2013;127401;2990;2,4
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2014;129161;1760;1,38
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2015;130868;1707;1,32
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2016;132515;1647;1,26
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2017;134100;1585;1,2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2018;136390;2290;1,71
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2019;137890;1500;1,1
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2020;139364;1474;1,07
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2021;140814;1450;1,04
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2022;134184;-6630;-4,71
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2023;142692;8508;6,34
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2024;143837;1145;0,8
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Tocantins";"Cametá";"-";2025;144859;1022;0,71
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2009;27675;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2010;26716;-959;-3,47
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2011;27928;1212;4,54
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2012;29101;1173;4,2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2013;31062;1961;6,74
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2014;32366;1304;4,2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2015;33632;1266;3,91
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2016;34853;1221;3,63
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2017;36027;1174;3,37
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2018;36050;23;0,06
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2019;37085;1035;2,87
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2020;38103;1018;2,75
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2021;39103;1000;2,62
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2022;77079;37976;97,12
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2023;80767;3688;4,78
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2024;86629;5862;7,26
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Canaã dos Carajás";"-";2025;89524;2895;3,34
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2009;64429;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2010;63639;-790;-1,23
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2011;64139;500;0,79
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2012;64624;485;0,76
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2013;65498;874;1,35
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2014;65932;434;0,66
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2015;66353;421;0,64
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2016;66759;406;0,61
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2017;67150;391;0,59
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2018;68616;1466;2,18
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2019;69027;411;0,6
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2020;69431;404;0,59
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2021;69828;397;0,57
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2022;70394;566;0,81
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2023;74270;3876;5,51
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2024;74808;538;0,72
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Capanema";"-";2025;75309;501;0,67
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2009;52797;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2010;51893;-904;-1,71
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2011;52056;163;0,31
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2012;52214;158;0,3
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2013;52537;323;0,62
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2014;52616;79;0,15
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2015;52693;77;0,15
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2016;52768;75;0,14
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2017;52839;71;0,13
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2018;54179;1340;2,54
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2019;54303;124;0,23
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2020;54425;122;0,22
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2021;54545;120;0,22
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2022;56506;1961;3,6
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2023;59606;3100;5,49
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2024;59960;354;0,59
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Capitão Poço";"-";2025;60318;358;0,6
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2009;161497;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2010;173149;11652;7,21
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2011;176116;2967;1,71
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2012;178986;2870;1,63
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2013;183917;4931;2,75
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2014;186895;2978;1,62
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2015;189784;2889;1,55
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2016;192571;2787;1,47
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2017;195253;2682;1,39
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Guamá";"Castanhal";"-";2018;198294;3041;1,56
