"tematica";"subtema";"indicador";"ri";"localidade";"categoria";"ano";"valor";"variacao_abs";"variacao_pct"
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2011;63904;1110;1,77
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2012;64978;1074;1,68
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2013;66821;1843;2,84
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2014;67939;1118;1,67
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2015;69024;1085;1,6
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2016;70071;1047;1,52
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2017;71078;1007;1,44
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2018;72160;1082;1,52
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2019;73096;936;1,3
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2020;74016;920;1,26
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2021;74921;905;1,22
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2022;68294;-6627;-8,85
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2023;72097;3803;5,57
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2024;72460;363;0,5
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Baixo Amazonas";"Oriximiná";"-";2025;72889;429;0,59
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2009;15841;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2010;16311;470;2,97
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2011;16458;147;0,9
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2012;16601;143;0,87
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2013;16854;253;1,52
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2014;16986;132;0,78
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2015;17114;128;0,75
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2016;17237;123;0,72
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2017;17356;119;0,69
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2018;17721;365;2,1
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2019;17842;121;0,68
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2020;17961;119;0,67
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2021;18079;118;0,66
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2022;17855;-224;-1,24
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2023;18579;724;4,05
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2024;18675;96;0,52
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Ourém";"-";2025;18783;108;0,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2009;21327;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2010;27359;6032;28,28
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2011;27964;605;2,21
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2012;28551;587;2,1
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2013;29547;996;3,49
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2014;30171;624;2,11
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2015;30776;605;2,01
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2016;31359;583;1,89
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2017;31921;562;1,79
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2018;32319;398;1,25
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2019;32832;513;1,59
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2020;33335;503;1,53
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2021;33831;496;1,49
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2022;32467;-1364;-4,03
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2023;34538;2071;6,38
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2024;34905;367;1,06
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Ourilândia do Norte";"-";2025;35252;347;0,99
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2009;41953;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2010;39979;-1974;-4,71
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2011;40830;851;2,13
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2012;41654;824;2,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2013;43057;1403;3,37
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2014;43930;873;2,03
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2015;44778;848;1,93
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2016;45596;818;1,83
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2017;46383;787;1,73
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2018;46986;603;1,3
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2019;47706;720;1,53
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2020;48414;708;1,48
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2021;49110;696;1,44
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2022;41097;-8013;-16,32
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2023;43665;2568;6,25
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2024;43594;-71;-0,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Pacajá";"-";2025;43741;147;0,34
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2009;7301;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2010;7475;174;2,38
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2011;7470;-5;-0,07
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2012;7465;-5;-0,07
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2013;7465;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2014;7444;-21;-0,28
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2015;7424;-20;-0,27
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2016;7404;-20;-0,27
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2017;7386;-18;-0,24
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2018;7596;210;2,84
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2019;7589;-7;-0,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2020;7582;-7;-0,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2021;7575;-7;-0,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2022;6885;-690;-9,11
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2023;7153;268;3,89
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2024;7086;-67;-0,94
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Palestina do Pará";"-";2025;7063;-23;-0,32
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2009;97350;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2010;97819;469;0,48
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2011;99459;1640;1,68
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2012;101046;1587;1,6
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2013;103775;2729;2,7
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2014;105417;1642;1,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2015;107010;1593;1,51
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2016;108547;1537;1,44
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2017;110026;1479;1,36
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2018;111764;1738;1,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2019;113145;1381;1,24
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2020;114503;1358;1,2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2021;115838;1335;1,17
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2022;105550;-10288;-8,88
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2023;112299;6749;6,39
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2024;112843;544;0,48
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Capim";"Paragominas";"-";2025;113498;655;0,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2009;152777;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2010;153908;1131;0,74
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2011;160228;6320;4,11
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2012;166342;6114;3,82
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2013;176582;10240;6,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2014;183352;6770;3,83
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2015;189921;6569;3,58
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2016;196259;6338;3,34
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2017;202356;6097;3,11
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2018;202882;526;0,26
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2019;208273;5391;2,66
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2020;213576;5303;2,55
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2021;218787;5211;2,44
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2022;267836;49049;22,42
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2023;286345;18509;6,91
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2024;298854;12509;4,37
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Parauapebas";"-";2025;305771;6917;2,31
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2009;6522;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2010;6033;-489;-7,5
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2011;5949;-84;-1,39
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2012;5869;-80;-1,34
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2013;5743;-126;-2,15
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2014;5637;-106;-1,85
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2015;5535;-102;-1,81
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2016;5436;-99;-1,79
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2017;5341;-95;-1,75
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2018;5557;216;4,04
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2019;5483;-74;-1,33
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2020;5410;-73;-1,33
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2021;5339;-71;-1,31
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2022;6931;1592;29,82
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2023;7231;300;4,33
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2024;7296;65;0,9
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Araguaia";"Pau D'Arco";"-";2025;7354;58;0,79
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2009;7916;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2010;7854;-62;-0,78
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2011;7861;7;0,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2012;7869;8;0,1
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2013;7889;20;0,25
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2014;7881;-8;-0,1
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2015;7874;-7;-0,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2016;7867;-7;-0,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2017;7860;-7;-0,09
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2018;8073;213;2,71
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2019;8077;4;0,05
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2020;8081;4;0,05
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2021;8084;3;0,04
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2022;8285;201;2,49
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2023;8641;356;4,3
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2024;8651;10;0,12
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Rio Caeté";"Peixe-Boi";"-";2025;8686;35;0,4
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2009;13140;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2010;12697;-443;-3,37
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2011;12699;2;0,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2012;12701;2;0,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2013;12720;19;0,15
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2014;12697;-23;-0,18
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2015;12675;-22;-0,17
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2016;12653;-22;-0,17
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2017;12632;-21;-0,17
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2018;12983;351;2,78
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2019;12981;-2;-0,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2020;12979;-2;-0,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2021;12976;-3;-0,02
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2022;12832;-144;-1,11
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2023;13376;544;4,24
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2024;13341;-35;-0,26
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Carajás";"Piçarra";"-";2025;13366;25;0,19
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2009;19592;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2010;23934;4342;22,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2011;24743;809;3,38
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2012;25526;783;3,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2013;26842;1316;5,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2014;27700;858;3,2
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2015;28533;833;3,01
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2016;29336;803;2,81
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2017;30109;773;2,63
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2018;30293;184;0,61
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2019;30982;689;2,27
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2020;31659;677;2,19
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2021;32325;666;2,1
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2022;18668;-13657;-42,25
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2023;19137;469;2,51
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2024;18772;-365;-1,91
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Xingu";"Placas";"-";2025;18510;-262;-1,4
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Ponta de Pedras";"-";2009;26445;0;0
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Ponta de Pedras";"-";2010;25999;-446;-1,69
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Ponta de Pedras";"-";2011;26560;561;2,16
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Ponta de Pedras";"-";2012;27103;543;2,04
"Demografia";"-";"População Total do Pará e municípios - Estimativas Populacionais e Censo Deográfico";"Marajó";"Ponta de Pedras";"-";2013;28025;922;3,4
